Date,RegionName,DaysOnZillow_AllHomes,InventorySeasonallyAdjusted_AllHomes,InventoryRaw_AllHomes,MedianListingPricePerSqft_1Bedroom,MedianListingPricePerSqft_2Bedroom,MedianListingPricePerSqft_3Bedroom,MedianListingPricePerSqft_4Bedroom,MedianListingPricePerSqft_5BedroomOrMore,MedianListingPricePerSqft_AllHomes,MedianListingPricePerSqft_CondoCoop,MedianListingPricePerSqft_DuplexTriplex,MedianListingPricePerSqft_SingleFamilyResidence,MedianListingPrice_1Bedroom,MedianListingPrice_2Bedroom,MedianListingPrice_3Bedroom,MedianListingPrice_4Bedroom,MedianListingPrice_5BedroomOrMore,MedianListingPrice_AllHomes,MedianListingPrice_CondoCoop,MedianListingPrice_DuplexTriplex,MedianListingPrice_SingleFamilyResidence,MedianPctOfPriceReduction_AllHomes,MedianPctOfPriceReduction_CondoCoop,MedianPctOfPriceReduction_SingleFamilyResidence,MedianPriceCutDollar_AllHomes,MedianPriceCutDollar_CondoCoop,MedianPriceCutDollar_SingleFamilyResidence,MedianRentalPricePerSqft_1Bedroom,MedianRentalPricePerSqft_2Bedroom,MedianRentalPricePerSqft_3Bedroom,MedianRentalPricePerSqft_4Bedroom,MedianRentalPricePerSqft_5BedroomOrMore,MedianRentalPricePerSqft_AllHomes,MedianRentalPricePerSqft_CondoCoop,MedianRentalPricePerSqft_DuplexTriplex,MedianRentalPricePerSqft_MultiFamilyResidence5PlusUnits,MedianRentalPricePerSqft_SingleFamilyResidence,MedianRentalPricePerSqft_Studio,MedianRentalPrice_1Bedroom,MedianRentalPrice_2Bedroom,MedianRentalPrice_3Bedroom,MedianRentalPrice_4Bedroom,MedianRentalPrice_5BedroomOrMore,MedianRentalPrice_AllHomes,MedianRentalPrice_CondoCoop,MedianRentalPrice_DuplexTriplex,MedianRentalPrice_MultiFamilyResidence5PlusUnits,MedianRentalPrice_SingleFamilyResidence,MedianRentalPrice_Studio,ZHVIPerSqft_AllHomes,PctOfHomesDecreasingInValues_AllHomes,PctOfHomesIncreasingInValues_AllHomes,PctOfHomesSellingForGain_AllHomes,PctOfHomesSellingForLoss_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_AllHomes,PctOfListingsWithPriceReductionsSeasAdj_CondoCoop,PctOfListingsWithPriceReductionsSeasAdj_SingleFamilyResidence,PctOfListingsWithPriceReductions_AllHomes,PctOfListingsWithPriceReductions_CondoCoop,PctOfListingsWithPriceReductions_SingleFamilyResidence,PriceToRentRatio_AllHomes,ZHVI_1bedroom,ZHVI_2bedroom,ZHVI_3bedroom,ZHVI_4bedroom,ZHVI_5BedroomOrMore,ZHVI_AllHomes,ZHVI_BottomTier,ZHVI_CondoCoop,ZHVI_MiddleTier,ZHVI_SingleFamilyResidence,ZHVI_TopTier,ZRI_AllHomes,ZRI_AllHomesPlusMultifamily,ZriPerSqft_AllHomes,Zri_MultiFamilyResidenceRental,Zri_SingleFamilyResidenceRental
10/31/2000,SouthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,28.44,64.69,,,,,,,,,,77800,78700,110600,179000,,100700,54800,115700,100700,98800,193600,,,,,
10/31/2000,SouthDakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,63500,89300,106600,124200,157300,106800,77200,111900,106800,106500,159300,,,,,
10/31/2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,67600,66400,102500,179900,263100,88300,49100,108200,88300,87300,169700,,,,,
10/31/2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,,91400,151500,,97000,,,97000,97800,175900,,,,,
10/31/2000,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,,,,,,,,,,,,,124500,153600,171700,211300,159400,122100,138100,159400,163100,243500,,,,,
10/31/2000,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,9.5,86.7,,,,,,,,,,100200,110400,129000,151700,164700,,,112800,,,176300,,,,,
10/31/2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,16.17,77.67,,,,,,,,,,87900,89200,120700,205900,289900,132300,76900,135000,132300,131900,256100,,,,,
10/31/2000,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,21.14,71.13,,,,,,,,,,121600,138600,171700,229700,266900,171000,105000,153700,171000,172900,289000,,,,,
10/31/2000,WestVirginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,41.18,54.37,,,,,,,,,,,,62500,83800,93200,47500,,75000,47500,47100,91800,,,,,
10/31/2000,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,15.57,78.42,,,,,,,,,,87000,94600,120500,150000,172500,119000,80900,116500,119000,119300,184600,,,,,
10/31/2000,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,122800,,113300,80300,106200,113300,113600,,,,,,
11/30/2000,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,37.58,54.92,,,,,,,,,,69000,58100,95300,177400,244200,92600,50200,114200,92600,92000,166200,,,,,
11/30/2000,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,98200,128500,178900,221500,281800,178500,134300,129000,178500,185100,242400,,,,,
11/30/2000,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,17.18,75.43,,,,,,,,,,74400,108700,125100,166200,245600,129900,84600,95800,129900,134900,219100,,,,,
11/30/2000,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,30.54,60.14,,,,,,,,,,63500,63100,88600,154600,240000,73600,42900,86600,73600,73400,132300,,,,,
11/30/2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,7.97,89.77,,,,,,,,,,140000,175700,210700,284100,391200,227500,125100,205700,227500,231800,447100,,,,,
11/30/2000,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,5.06,92.98,,,,,,,,,,115500,145900,181700,249100,294700,181600,121200,144800,181600,188300,307000,,,,,
11/30/2000,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9.11,86.83,,,,,,,,,,79200,121200,165500,265400,429700,168400,104400,107100,168400,179900,327500,,,,,
11/30/2000,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,19.01,73.95,,,,,,,,,,93000,96300,123000,192100,223100,127800,83600,,127800,127800,205400,,,,,
11/30/2000,DistrictofColumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,14.33,82.88,,,,,,,,,,132300,150500,139900,237300,588700,147400,91200,142000,147400,167100,369800,,,,,
11/30/2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,15.57,78.62,,,,,,,,,,53600,79500,112400,167100,262100,108800,63300,85500,108800,116800,200500,,,,,
11/30/2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,21.28,72.41,,,,,,,,,,122100,87200,116800,190300,277000,123200,73400,131800,123200,122800,219200,,,,,
11/30/2000,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,36.25,56.91,,,,,,,,,,134500,177600,230100,298200,341200,225600,123200,161700,225600,267300,381000,,,,,
11/30/2000,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,79400,85900,112800,142700,171500,116300,80900,102800,116300,116500,188800,,,,,
11/30/2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,18.25,75.58,,,,,,,,,,111200,111200,132600,215000,279600,136500,74200,139100,136500,135900,245800,,,,,
11/30/2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,50900,64500,95200,,152500,90900,56400,106100,90900,90400,153000,,,,,
11/30/2000,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,13.74,77.75,,,,,,,,,,64100,72000,90600,108500,,75700,58200,100000,75700,74900,134500,,,,,
11/30/2000,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,27.31,62.18,,,,,,,,,,66500,79300,101500,164300,190100,95400,58500,99700,95400,95100,169100,,,,,
11/30/2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111000,,,,55000,,,,146000,,,,,
11/30/2000,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,115700,135200,170500,207800,126800,76900,121400,126800,127700,220900,,,,,
11/30/2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,25.44,67.98,,,,,,,,,,82700,100100,132700,200500,284500,142600,81700,119000,142600,149700,253800,,,,,
11/30/2000,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,3.92,94.53,,,,,,,,,,138600,166500,208900,304300,406200,213700,129300,174300,213700,222100,370700,,,,,
11/30/2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,24.56,70.84,,,,,,,,,,86100,104300,136400,229200,223100,118900,68100,155800,118900,116100,208100,,,,,
11/30/2000,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,5.81,92.06,,,,,,,,,,90300,123500,145500,181200,233600,139400,89000,129300,139400,140900,223100,,,,,
11/30/2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,80400,148900,153800,73600,43700,,73600,73300,134700,,,,,
11/30/2000,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,62800,80800,121500,195800,248400,112800,69000,100100,112800,114000,190000,,,,,
11/30/2000,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,72800,82000,106300,117800,136800,100700,74100,93000,100700,101500,146400,,,,,
11/30/2000,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,18.58,69.39,,,,,,,,,,70200,81900,112600,166600,137600,106300,66700,110500,106300,106000,170600,,,,,
11/30/2000,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,13.47,79.45,,,,,,,,,,,107300,138400,176800,246000,143200,101900,97200,143200,153300,225000,,,,,
11/30/2000,NewHampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,1.99,96.94,,,,,,,,,,76500,115100,156200,206900,230500,144700,89700,113800,144700,154900,234700,,,,,
11/30/2000,NewJersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,19.71,75.14,,,,,,,,,,108300,134800,163900,239400,306700,177500,104600,124100,177500,181000,315700,,,,,
11/30/2000,NewMexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,101500,123300,162100,209000,132000,100300,,132000,132400,200800,,,,,
11/30/2000,NewYork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4,72.54,,,,,,,,,,,77900,93700,,209700,,70100,,,,,,,,,
11/30/2000,NorthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,28.08,64,,,,,,,,,,74700,79400,117200,195000,245700,118200,68000,111700,118200,118700,209700,,,,,
11/30/2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,26.33,63.73,,,,,,,,,,60500,77500,107100,167100,184400,107500,65200,99300,107500,108100,180400,,,,,
11/30/2000,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,26.73,65.85,,,,,,,,,,33800,38300,71600,127800,150400,68600,37800,49900,68600,68700,126700,,,,,
11/30/2000,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,30.06,58.09,,,,,,,,,,104500,118800,148300,194300,228700,149500,103100,135000,149500,150400,236600,,,,,
11/30/2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,25.07,67.59,,,,,,,,,,66600,78000,96600,176800,170200,95100,50700,57600,95100,102600,176100,,,,,
11/30/2000,RhodeIsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,4.58,93.25,,,,,,,,,,96800,121500,144200,204400,274400,142700,101800,118700,142700,144800,243000,,,,,
11/30/2000,SouthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,31.89,61.02,,,,,,,,,,77800,78800,111000,179400,,101100,55100,116400,101100,99200,194300,,,,,
11/30/2000,SouthDakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,64000,89600,107700,125100,158100,107500,76800,112100,107500,107500,160200,,,,,
11/30/2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,68000,66700,102800,180400,263400,88600,49200,108600,88600,87600,170000,,,,,
11/30/2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,91600,151500,,97200,,,97200,98100,176500,,,,,
11/30/2000,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,125100,154300,172300,211500,160000,122700,138700,160000,163800,244200,,,,,
11/30/2000,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,7.27,87.32,,,,,,,,,,102300,111100,129700,152500,165600,,,113700,,,175500,,,,,
11/30/2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,14.12,80.52,,,,,,,,,,88600,89700,121100,207300,292400,132900,77300,136200,132900,132300,258400,,,,,
11/30/2000,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,21.09,71.11,,,,,,,,,,122100,139000,172000,230600,267600,171300,105100,154300,171300,173400,290400,,,,,
11/30/2000,WestVirginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,41.14,54.71,,,,,,,,,,,,62900,84300,93800,47600,,75500,47600,47200,92300,,,,,
11/30/2000,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,14.25,80.33,,,,,,,,,,87500,95100,121200,150500,172700,119600,80400,117200,119600,119800,185200,,,,,
11/30/2000,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,,,,,,,,,123700,,113900,81000,106100,113900,114300,,,,,,
12/31/2000,Alabama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,43.62,47.48,,,,,,,,,,69400,58300,95300,177800,245500,92800,50300,114800,92800,92100,166600,,,,,
12/31/2000,Alaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,98000,128500,178900,221700,282500,178800,134300,129000,178800,185600,242600,,,,,
12/31/2000,Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,17.02,75.8,,,,,,,,,,74500,109100,125500,166500,246800,130500,85000,96200,130500,135400,220500,,,,,
12/31/2000,Arkansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,25.33,66.43,,,,,,,,,,63600,63300,89100,154800,241000,73700,42800,86800,73700,73800,133000,,,,,
12/31/2000,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,8.36,89.32,,,,,,,,,,142300,177800,213200,287300,395400,230000,126400,208500,230000,234300,453500,,,,,
12/31/2000,Colorado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,5.37,92.6,,,,,,,,,,116800,147500,183200,251300,297500,183200,122500,146300,183200,190100,309900,,,,,
12/31/2000,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,9.66,85.92,,,,,,,,,,79800,122100,166500,267000,433400,169500,105200,108300,169500,181000,330200,,,,,
12/31/2000,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,20.46,70.73,,,,,,,,,,94200,97000,123500,193600,225000,128300,84000,,128300,128200,207500,,,,,
12/31/2000,DistrictofColumbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137,12.58,84.66,,,,,,,,,,132700,151500,139800,238800,593200,147600,91700,142200,147600,167900,371600,,,,,
12/31/2000,Florida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,16.24,77.86,,,,,,,,,,54100,80000,113100,168300,263700,109600,63700,86000,109600,117600,202000,,,,,
12/31/2000,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,20.03,74.6,,,,,,,,,,123400,87800,117600,190900,277900,123700,73800,132300,123700,123200,220100,,,,,
12/31/2000,Hawaii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,45.43,47.72,,,,,,,,,,134800,178000,231400,300000,342900,227100,122700,161600,227100,269000,383500,,,,,
12/31/2000,Idaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,79700,86500,112900,143000,172200,116500,81500,103300,116500,116700,188900,,,,,
12/31/2000,Illinois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,18.71,75.07,,,,,,,,,,112500,112000,133200,216300,281800,137500,74300,140900,137500,136500,247600,,,,,
12/31/2000,Indiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,51300,65000,97000,,155500,92600,57100,108300,92600,92000,156500,,,,,
12/31/2000,Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,14.76,77.03,,,,,,,,,,64600,72600,91100,109300,,76500,59000,100200,76500,76000,134900,,,,,
12/31/2000,Kentucky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,26.95,62.92,,,,,,,,,,66500,79600,102100,164700,191400,95900,58300,100000,95900,95400,169700,,,,,
12/31/2000,Louisiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110100,,,,54700,,,,144900,,,,,
12/31/2000,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,,,,,,,,,,,115400,135600,171100,209000,126800,77100,121100,126800,127700,221900,,,,,
12/31/2000,Maryland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,25.17,68.38,,,,,,,,,,83500,100700,133300,201900,287300,143500,82100,119900,143500,150800,256200,,,,,
12/31/2000,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141,3.91,94.49,,,,,,,,,,140400,168600,211600,308200,412000,216500,130600,176600,216500,225000,376000,,,,,
12/31/2000,Michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,26.24,69.05,,,,,,,,,,86700,105100,137200,230400,224700,119700,68500,156500,119700,116900,209200,,,,,
12/31/2000,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,5.93,91.97,,,,,,,,,,91300,125000,146900,182700,235300,140600,90200,130600,140600,142100,224800,,,,,
12/31/2000,Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,,,,80400,150000,155300,73800,43800,,73800,73700,135300,,,,,
12/31/2000,Missouri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,62900,80900,122600,196700,249700,113600,69100,100700,113600,114700,190700,,,,,
12/31/2000,Montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,72400,81900,107100,118600,136900,101000,74300,93200,101000,101900,146800,,,,,
12/31/2000,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,12,79.45,,,,,,,,,,70800,82400,113500,167200,138500,106800,66900,111100,106800,106600,171200,,,,,
12/31/2000,Nevada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,15.52,75.21,,,,,,,,,,,107800,139300,177600,248100,144000,102300,97400,144000,154200,226100,,,,,
12/31/2000,NewHampshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,1.23,98.16,,,,,,,,,,77500,116900,158800,210900,233500,147100,90900,115400,147100,157600,238800,,,,,
12/31/2000,NewJersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,18.72,75.9,,,,,,,,,,109800,136200,165400,241700,310300,179200,105500,125500,179200,182700,319500,,,,,
12/31/2000,NewMexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,101400,123800,162400,209600,132100,100000,,132100,132400,201600,,,,,
12/31/2000,NewYork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93,73.88,,,,,,,,,,,78100,93900,,211300,,70300,,,,,,,,,
12/31/2000,NorthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,28.95,63.03,,,,,,,,,,75200,79800,118500,198500,247300,118500,68300,111800,118500,118900,210700,,,,,
12/31/2000,Ohio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,26.57,63.15,,,,,,,,,,61000,77700,107500,167500,184800,107900,65400,99700,107900,108500,181000,,,,,
12/31/2000,Oklahoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,26.95,65.45,,,,,,,,,,34100,38500,71900,128100,150900,68700,38000,50300,68700,69000,127200,,,,,
12/31/2000,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,34.11,53.5,,,,,,,,,,105000,119200,148600,195100,229300,149900,103600,135200,149900,151000,237300,,,,,
12/31/2000,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,26.22,66.01,,,,,,,,,,66600,78000,96700,177600,171200,95400,50900,57700,95400,103000,177000,,,,,
12/31/2000,RhodeIsland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,4.38,93.61,,,,,,,,,,97900,122300,145500,206900,277200,144000,102900,119700,144000,146200,245300,,,,,
12/31/2000,SouthCarolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,32.3,60.82,,,,,,,,,,77600,79100,111400,179800,,101500,55300,116500,101500,99500,195100,,,,,
12/31/2000,SouthDakota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,64200,89700,108800,125700,159300,108700,76600,112100,108700,108700,161200,,,,,
12/31/2000,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,68200,66900,103200,180900,263700,88900,49200,108900,88900,87900,170400,,,,,
12/31/2000,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,91800,151600,,97300,,,97300,98200,176900,,,,,
12/31/2000,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,125700,155100,173300,212100,160900,123500,139200,160900,164700,245100,,,,,
12/31/2000,Vermont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,14.99,78.98,,,,,,,,,,102100,110700,129900,152700,165300,,,114300,,,175900,,,,,
12/31/2000,Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,14.77,79.76,,,,,,,,,,89500,90200,121500,208600,295100,133700,77600,137700,133700,132800,261100,,,,,
12/31/2000,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,21.25,70.21,,,,,,,,,,123000,139600,172700,231500,268700,171800,105400,154600,171800,173900,291600,,,,,
12/31/2000,WestVirginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,45.58,50.43,,,,,,,,,,,,63200,84400,94100,47700,,75700,47700,47400,92600,,,,,
12/31/2000,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,14.45,79.39,,,,,,,,,,87800,95900,121700,150600,172800,120200,80300,118000,120200,120300,186100,,,,,
12/31/2000,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,124400,,114100,81500,105800,114100,114600,,,,,,
